"Well","Sample","Target","Concentration","CopiesPer20uLWell","AcceptedDroplets","Positives","Negatives","sample_characters","control_check","sample_name_check15","accepted_droplet_limit2","accepted_droplet_count2","ntc_control_check3","pos_control_check4","pos_control_breakdown","negvalue_control_check55","ext_neg_control_check6","sample_wells_positives7","sample_wells_negatives75","sample_pos_limit_flag9","plate_name"
"D06","26HH260327I","SC2",0.076412335,1.528246641,16462,1,16461,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"03.31.26_GT_fiveplex2_QX600.csv"
"E01","26JJ260327I","FLUA",0,0,16264,0,16264,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"03.31.26_GT_fiveplex2_QX600.csv"
"E01","26JJ260327I","FLUB",0,0,16264,0,16264,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"03.31.26_GT_fiveplex2_QX600.csv"
"E01","26JJ260327I","RSV",0.077342615,1.54685235,16264,1,16263,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"03.31.26_GT_fiveplex2_QX600.csv"
"E01","26JJ260327I","SC2",0.232042104,4.640841961,16264,3,16261,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"03.31.26_GT_fiveplex2_QX600.csv"
"E02","26JJ260327I","FLUA",0,0,18078,0,18078,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"03.31.26_GT_fiveplex2_QX600.csv"
"E02","26JJ260327I","FLUB",0,0,18078,0,18078,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"03.31.26_GT_fiveplex2_QX600.csv"
"E02","26JJ260327I","RSV",0,0,18078,0,18078,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"03.31.26_GT_fiveplex2_QX600.csv"
"E02","26JJ260327I","SC2",0.278349549,5.566990852,18078,4,18074,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"03.31.26_GT_fiveplex2_QX600.csv"
"E03","26JJ260327I","FLUA",0.078924656,1.578493118,15938,1,15937,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"03.31.26_GT_fiveplex2_QX600.csv"
"E03","26JJ260327I","FLUB",0.078924656,1.578493118,15938,1,15937,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"03.31.26_GT_fiveplex2_QX600.csv"
"E03","26JJ260327I","RSV",0,0,15938,0,15938,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"03.31.26_GT_fiveplex2_QX600.csv"
"E03","26JJ260327I","SC2",0.236788809,4.735775948,15938,3,15935,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"03.31.26_GT_fiveplex2_QX600.csv"
"F01","26JJ260329I","FLUA",0.072003298,1.44006598,17470,1,17469,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"03.31.26_GT_fiveplex2_QX600.csv"
"F01","26JJ260329I","FLUB",0.072003298,1.44006598,17470,1,17469,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"03.31.26_GT_fiveplex2_QX600.csv"
"F01","26JJ260329I","RSV",0.360057712,7.201154232,17470,5,17465,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"03.31.26_GT_fiveplex2_QX600.csv"
"F01","26JJ260329I","SC2",0.648178101,12.96356201,17470,9,17461,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"03.31.26_GT_fiveplex2_QX600.csv"
"F02","26JJ260329I","FLUA",0,0,17416,0,17416,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"03.31.26_GT_fiveplex2_QX600.csv"
"F02","26JJ260329I","FLUB",0.216692105,4.333842278,17416,3,17413,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"03.31.26_GT_fiveplex2_QX600.csv"
"F02","26JJ260329I","RSV",0.144457266,2.889145374,17416,2,17414,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"03.31.26_GT_fiveplex2_QX600.csv"
"F02","26JJ260329I","SC2",0.505672991,10.11345959,17416,7,17409,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"03.31.26_GT_fiveplex2_QX600.csv"
"F03","26JJ260329I","FLUA",0.073561311,1.471226215,17100,1,17099,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"03.31.26_GT_fiveplex2_QX600.csv"
"F03","26JJ260329I","FLUB",0.147126928,2.9425385,17100,2,17098,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"03.31.26_GT_fiveplex2_QX600.csv"
"F03","26JJ260329I","RSV",0.367849559,7.356991291,17100,5,17095,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"03.31.26_GT_fiveplex2_QX600.csv"
"F03","26JJ260329I","SC2",0.662206709,13.24413395,17100,9,17091,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"03.31.26_GT_fiveplex2_QX600.csv"
"G01","26LL260327I","FLUA",0,0,17861,0,17861,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"03.31.26_GT_fiveplex2_QX600.csv"
"G01","26LL260327I","FLUB",0,0,17861,0,17861,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"03.31.26_GT_fiveplex2_QX600.csv"
"G01","26LL260327I","RSV",0,0,17861,0,17861,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"03.31.26_GT_fiveplex2_QX600.csv"
"G01","26LL260327I","SC2",5.010142326,100.2028503,17861,71,17790,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"03.31.26_GT_fiveplex2_QX600.csv"
"G02","26LL260327I","FLUA",0,0,17655,0,17655,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"03.31.26_GT_fiveplex2_QX600.csv"
"G02","26LL260327I","FLUB",0.071248777,1.424975514,17655,1,17654,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"03.31.26_GT_fiveplex2_QX600.csv"
"G02","26LL260327I","RSV",0,0,17655,0,17655,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"03.31.26_GT_fiveplex2_QX600.csv"
"G02","26LL260327I","SC2",5.211795807,104.2359161,17655,73,17582,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"03.31.26_GT_fiveplex2_QX600.csv"
"G03","26LL260327I","FLUA",0,0,15513,0,15513,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"03.31.26_GT_fiveplex2_QX600.csv"
"G03","26LL260327I","FLUB",0.081086971,1.621739388,15513,1,15512,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"03.31.26_GT_fiveplex2_QX600.csv"
"G03","26LL260327I","RSV",0,0,15513,0,15513,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"03.31.26_GT_fiveplex2_QX600.csv"
"G03","26LL260327I","SC2",6.177555561,123.5511093,15513,76,15437,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"03.31.26_GT_fiveplex2_QX600.csv"
"H01","26LL260328I","FLUA",0,0,16829,0,16829,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"03.31.26_GT_fiveplex2_QX600.csv"
"H01","26LL260328I","FLUB",0,0,16829,0,16829,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"03.31.26_GT_fiveplex2_QX600.csv"
"H01","26LL260328I","RSV",0,0,16829,0,16829,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"03.31.26_GT_fiveplex2_QX600.csv"
"H01","26LL260328I","SC2",0.598091722,11.96183395,16829,8,16821,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"03.31.26_GT_fiveplex2_QX600.csv"
"H02","26LL260328I","FLUA",0,0,17788,0,17788,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"03.31.26_GT_fiveplex2_QX600.csv"
"H02","26LL260328I","FLUB",0,0,17788,0,17788,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"03.31.26_GT_fiveplex2_QX600.csv"
"H02","26LL260328I","RSV",0.070716038,1.414320707,17788,1,17787,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"03.31.26_GT_fiveplex2_QX600.csv"
"H02","26LL260328I","SC2",0.495095789,9.90191555,17788,7,17781,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"03.31.26_GT_fiveplex2_QX600.csv"
"H03","26LL260328I","FLUA",0,0,15422,0,15422,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"03.31.26_GT_fiveplex2_QX600.csv"
"H03","26LL260328I","FLUB",0,0,15422,0,15422,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"03.31.26_GT_fiveplex2_QX600.csv"
"H03","26LL260328I","RSV",0,0,15422,0,15422,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"03.31.26_GT_fiveplex2_QX600.csv"
"H03","26LL260328I","SC2",0.652671754,13.05343533,15422,8,15414,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"03.31.26_GT_fiveplex2_QX600.csv"
"D08","NEG","FLUA",0,0,16180,0,16180,3,"Control",,0,0,0,,,0,0,,,0,"04.07.26_GT_fiveplex3_QX600.csv"
"E08","NEG","FLUA",0,0,16773,0,16773,3,"Control",,0,0,0,,,0,0,,,0,"04.07.26_GT_fiveplex3_QX600.csv"
"F08","NEG","FLUA",0,0,12759,0,12759,3,"Control",,0,0,0,,,0,0,,,0,"04.07.26_GT_fiveplex3_QX600.csv"
"D07","POS","FLUA",18.75963402,375.192688,16010,237,15773,3,"Control",,0,0,0,0,0,,,,,0,"04.07.26_GT_fiveplex3_QX600.csv"
"E07","POS","FLUA",19.23661613,384.7323303,16802,255,16547,3,"Control",,0,0,0,0,0,,,,,0,"04.07.26_GT_fiveplex3_QX600.csv"
"F07","POS","FLUA",19.98324013,399.6647949,15608,246,15362,3,"Control",,0,0,0,0,0,,,,,0,"04.07.26_GT_fiveplex3_QX600.csv"
"G07","NTC","FLUA",0,0,14738,0,14738,3,"Control",,0,0,0,,,,,,,0,"04.07.26_GT_fiveplex3_QX600.csv"
"G08","NTC","FLUA",0,0,14671,0,14671,3,"Control",,0,0,0,,,,,,,0,"04.07.26_GT_fiveplex3_QX600.csv"
"H07","NTC","FLUA",0,0,16585,0,16585,3,"Control",,0,0,0,,,,,,,0,"04.07.26_GT_fiveplex3_QX600.csv"
"D08","NEG","FLUB",0,0,16180,0,16180,3,"Control",,0,0,0,,,0,0,,,0,"04.07.26_GT_fiveplex3_QX600.csv"
"E08","NEG","FLUB",0,0,16773,0,16773,3,"Control",,0,0,0,,,0,0,,,0,"04.07.26_GT_fiveplex3_QX600.csv"
"F08","NEG","FLUB",0,0,12759,0,12759,3,"Control",,0,0,0,,,0,0,,,0,"04.07.26_GT_fiveplex3_QX600.csv"
"D07","POS","FLUB",15.41467953,308.2935791,16010,195,15815,3,"Control",,0,0,0,0,0,,,,,0,"04.07.26_GT_fiveplex3_QX600.csv"
"E07","POS","FLUB",15.82047272,316.4094543,16802,210,16592,3,"Control",,0,0,0,0,0,,,,,0,"04.07.26_GT_fiveplex3_QX600.csv"
"F07","POS","FLUB",16.05906105,321.1812134,15608,198,15410,3,"Control",,0,0,0,0,0,,,,,0,"04.07.26_GT_fiveplex3_QX600.csv"
"G07","NTC","FLUB",0,0,14738,0,14738,3,"Control",,0,0,0,,,,,,,0,"04.07.26_GT_fiveplex3_QX600.csv"
"G08","NTC","FLUB",0,0,14671,0,14671,3,"Control",,0,0,0,,,,,,,0,"04.07.26_GT_fiveplex3_QX600.csv"
"H07","NTC","FLUB",0,0,16585,0,16585,3,"Control",,0,0,0,,,,,,,0,"04.07.26_GT_fiveplex3_QX600.csv"
"D08","NEG","RSV",0,0,16180,0,16180,3,"Control",,0,0,0,,,0,0,,,0,"04.07.26_GT_fiveplex3_QX600.csv"
"E08","NEG","RSV",0,0,16773,0,16773,3,"Control",,0,0,0,,,0,0,,,0,"04.07.26_GT_fiveplex3_QX600.csv"
"F08","NEG","RSV",0,0,12759,0,12759,3,"Control",,0,0,0,,,0,0,,,0,"04.07.26_GT_fiveplex3_QX600.csv"
"D07","POS","RSV",20.59517097,411.9034119,16010,260,15750,3,"Control",,0,0,0,0,0,,,,,0,"04.07.26_GT_fiveplex3_QX600.csv"
"E07","POS","RSV",22.66206551,453.2413025,16802,300,16502,3,"Control",,0,0,0,0,0,,,,,0,"04.07.26_GT_fiveplex3_QX600.csv"
"F07","POS","RSV",21.29402351,425.8804626,15608,262,15346,3,"Control",,0,0,0,0,0,,,,,0,"04.07.26_GT_fiveplex3_QX600.csv"
"G07","NTC","RSV",0,0,14738,0,14738,3,"Control",,0,0,0,,,,,,,0,"04.07.26_GT_fiveplex3_QX600.csv"
"G08","NTC","RSV",0,0,14671,0,14671,3,"Control",,0,0,0,,,,,,,0,"04.07.26_GT_fiveplex3_QX600.csv"
"H07","NTC","RSV",0,0,16585,0,16585,3,"Control",,0,0,0,,,,,,,0,"04.07.26_GT_fiveplex3_QX600.csv"
"D08","NEG","SC2",0,0,16180,0,16180,3,"Control",,0,0,0,,,0,0,,,0,"04.07.26_GT_fiveplex3_QX600.csv"
"E08","NEG","SC2",0,0,16773,0,16773,3,"Control",,0,0,0,,,0,0,,,0,"04.07.26_GT_fiveplex3_QX600.csv"
"F08","NEG","SC2",0,0,12759,0,12759,3,"Control",,0,0,0,,,0,0,,,0,"04.07.26_GT_fiveplex3_QX600.csv"
"D07","POS","SC2",14.93755436,298.7510986,16010,189,15821,3,"Control",,0,0,0,0,0,,,,,0,"04.07.26_GT_fiveplex3_QX600.csv"
"E07","POS","SC2",15.51726341,310.3452759,16802,206,16596,3,"Control",,0,0,0,0,0,,,,,0,"04.07.26_GT_fiveplex3_QX600.csv"
"F07","POS","SC2",16.38560867,327.7121582,15608,202,15406,3,"Control",,0,0,0,0,0,,,,,0,"04.07.26_GT_fiveplex3_QX600.csv"
"G07","NTC","SC2",0,0,14738,0,14738,3,"Control",,0,0,0,,,,,,,0,"04.07.26_GT_fiveplex3_QX600.csv"
"G08","NTC","SC2",0,0,14671,0,14671,3,"Control",,0,0,0,,,,,,,0,"04.07.26_GT_fiveplex3_QX600.csv"
"H07","NTC","SC2",0,0,16585,0,16585,3,"Control",,0,0,0,,,,,,,0,"04.07.26_GT_fiveplex3_QX600.csv"
"A01","26BB260331I","FLUA",0,0,16606,0,16606,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"A01","26BB260331I","FLUB",0,0,16606,0,16606,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"A01","26BB260331I","RSV",0.075749695,1.514993906,16606,1,16605,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"A01","26BB260331I","SC2",0.22726278,4.545255661,16606,3,16603,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"A02","26BB260403I","FLUA",0,0,17056,0,17056,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"A02","26BB260403I","FLUB",0,0,17056,0,17056,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"A02","26BB260403I","RSV",0.073751085,1.47502172,17056,1,17055,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"A02","26BB260403I","SC2",0.14750649,2.950129747,17056,2,17054,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"A03","26BB260405I","FLUA",0,0,17853,0,17853,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"A03","26BB260405I","FLUB",0,0,17853,0,17853,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"A03","26BB260405I","RSV",0.070458569,1.409171343,17853,1,17852,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"A03","26BB260405I","SC2",0.070458569,1.409171343,17853,1,17852,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"A04","26JJ260405I","FLUA",0,0,15860,0,15860,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"A04","26JJ260405I","FLUB",0,0,15860,0,15860,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"A04","26JJ260405I","RSV",0.079312816,1.586256266,15860,1,15859,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"A04","26JJ260405I","SC2",0.079312816,1.586256266,15860,1,15859,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"A05","26LL260331I","FLUA",0,0,16115,0,16115,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"A05","26LL260331I","FLUB",0,0,16115,0,16115,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"A05","26LL260331I","RSV",0.078057751,1.561155081,16115,1,16114,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"A05","26LL260331I","SC2",0,0,16115,0,16115,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"A06","26LL260401I","FLUA",0,0,16215,0,16215,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"A06","26LL260401I","FLUB",0,0,16215,0,16215,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"A06","26LL260401I","RSV",0,0,16215,0,16215,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"A06","26LL260401I","SC2",0.465529859,9.31059742,16215,6,16209,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"A07","23ZZ260404I","FLUA",0,0,15877,0,15877,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"A07","23ZZ260404I","FLUB",0.079227895,1.584557891,15877,1,15876,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"A07","23ZZ260404I","RSV",0,0,15877,0,15877,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"A07","23ZZ260404I","SC2",0,0,15877,0,15877,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"A08","26HH260401I","FLUA",0,0,13343,0,13343,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"A08","26HH260401I","FLUB",0,0,13343,0,13343,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"A08","26HH260401I","RSV",0.094274811,1.885496259,13343,1,13342,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"A08","26HH260401I","SC2",0.188556686,3.771133661,13343,2,13341,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"B01","26BB260331I","FLUA",0,0,14872,0,14872,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"B01","26BB260331I","FLUB",0,0,14872,0,14872,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"B01","26BB260331I","RSV",0.253763139,5.075263023,14872,3,14869,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"B01","26BB260331I","SC2",0.169169739,3.383394718,14872,2,14870,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"B02","26BB260403I","FLUA",0,0,17207,0,17207,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"B02","26BB260403I","FLUB",0,0,17207,0,17207,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"B02","26BB260403I","RSV",0.292440951,5.848818779,17207,4,17203,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"B02","26BB260403I","SC2",0,0,17207,0,17207,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"B03","26BB260405I","FLUA",0,0,15967,0,15967,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"B03","26BB260405I","FLUB",0,0,15967,0,15967,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"B03","26BB260405I","RSV",0.157567531,3.151350498,15967,2,15965,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"B03","26BB260405I","SC2",0.236358702,4.727173805,15967,3,15964,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"B04","26JJ260405I","FLUA",0,0,15650,0,15650,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"B04","26JJ260405I","FLUB",0,0,15650,0,15650,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"B04","26JJ260405I","RSV",0.241146743,4.822935104,15650,3,15647,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"B04","26JJ260405I","SC2",0.080377109,1.607542157,15650,1,15649,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"B05","26LL260331I","FLUA",0,0,16947,0,16947,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"B05","26LL260331I","FLUB",0,0,16947,0,16947,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"B05","26LL260331I","RSV",0,0,16947,0,16947,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"B05","26LL260331I","SC2",0,0,16947,0,16947,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"B06","26LL260401I","FLUA",0,0,16505,0,16505,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"B06","26LL260401I","FLUB",0,0,16505,0,16505,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"B06","26LL260401I","RSV",0,0,16505,0,16505,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"B06","26LL260401I","SC2",0.381112456,7.622249126,16505,5,16500,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"B07","23ZZ260404I","FLUA",0,0,16619,0,16619,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"B07","23ZZ260404I","FLUB",0.075690441,1.513808846,16619,1,16618,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"B07","23ZZ260404I","RSV",0,0,16619,0,16619,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"B07","23ZZ260404I","SC2",0.075690441,1.513808846,16619,1,16618,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"B08","26HH260401I","FLUA",0,0,17124,0,17124,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"B08","26HH260401I","FLUB",0,0,17124,0,17124,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"B08","26HH260401I","RSV",0.146920696,2.938413858,17124,2,17122,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"B08","26HH260401I","SC2",0.220387489,4.407749653,17124,3,17121,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"C01","26BB260331I","FLUA",0,0,17343,0,17343,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"C01","26BB260331I","FLUB",0,0,17343,0,17343,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"C01","26BB260331I","RSV",0,0,17343,0,17343,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"C01","26BB260331I","SC2",0.145065352,2.901307106,17343,2,17341,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"C02","26BB260403I","FLUA",0,0,17383,0,17383,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"C02","26BB260403I","FLUB",0.144731522,2.894630432,17383,2,17381,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"C02","26BB260403I","RSV",0.217103511,4.342070103,17383,3,17380,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"C02","26BB260403I","SC2",0.144731522,2.894630432,17383,2,17381,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"C03","26BB260405I","FLUA",0,0,18089,0,18089,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"C03","26BB260405I","FLUB",0,0,18089,0,18089,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"C03","26BB260405I","RSV",0,0,18089,0,18089,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"C03","26BB260405I","SC2",0.278180271,5.563605309,18089,4,18085,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"C04","26JJ260405I","FLUA",0,0,16159,0,16159,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"C04","26JJ260405I","FLUB",0,0,16159,0,16159,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
